@RELATION test

@ATTRIBUTE v1	REAL
@ATTRIBUTE v2	REAL
@ATTRIBUTE v3	REAL
@ATTRIBUTE v4	REAL
@ATTRIBUTE v5	REAL
@ATTRIBUTE v6	REAL
@ATTRIBUTE v7	REAL
@ATTRIBUTE v8	REAL
@ATTRIBUTE v9	REAL
@ATTRIBUTE v10	REAL
@ATTRIBUTE v11	REAL
@ATTRIBUTE v12	REAL
@ATTRIBUTE v13	REAL
@ATTRIBUTE v14	REAL
@ATTRIBUTE v15	REAL
@ATTRIBUTE v16	REAL
@ATTRIBUTE v17	REAL
@ATTRIBUTE v18	REAL
@ATTRIBUTE v19	REAL
@ATTRIBUTE v20	REAL
@ATTRIBUTE v21	REAL
@ATTRIBUTE v22	REAL
@ATTRIBUTE v23	REAL
@ATTRIBUTE v24	REAL
@ATTRIBUTE v25	REAL
@ATTRIBUTE v26	REAL
@ATTRIBUTE v27	REAL
@ATTRIBUTE v28	REAL
@ATTRIBUTE v29	REAL
@ATTRIBUTE v30	REAL
@ATTRIBUTE v31	REAL
@ATTRIBUTE v32	REAL
@ATTRIBUTE v33	REAL
@ATTRIBUTE v34	REAL
@ATTRIBUTE v35	REAL
@ATTRIBUTE v36	REAL
@ATTRIBUTE v37	REAL
@ATTRIBUTE v38	REAL
@ATTRIBUTE v39	REAL
@ATTRIBUTE v40	REAL
@ATTRIBUTE v41	REAL
@ATTRIBUTE v42	REAL
@ATTRIBUTE v43	REAL
@ATTRIBUTE v44	REAL
@ATTRIBUTE v45	REAL
@ATTRIBUTE v46	REAL
@ATTRIBUTE v47	REAL
@ATTRIBUTE v48	REAL
@ATTRIBUTE v49	REAL
@ATTRIBUTE v50	REAL
@ATTRIBUTE v51	REAL
@ATTRIBUTE v52	REAL
@ATTRIBUTE v53	REAL
@ATTRIBUTE v54	REAL
@ATTRIBUTE v55	REAL
@ATTRIBUTE v56	REAL
@ATTRIBUTE v57	REAL
@ATTRIBUTE v58	REAL
@ATTRIBUTE v59	REAL
@ATTRIBUTE v60	REAL
@ATTRIBUTE v61	REAL
@ATTRIBUTE v62	REAL
@ATTRIBUTE v63	REAL
@ATTRIBUTE v64	REAL
@ATTRIBUTE v65	REAL
@ATTRIBUTE v66	REAL
@ATTRIBUTE v67	REAL
@ATTRIBUTE v68	REAL
@ATTRIBUTE v69	REAL
@ATTRIBUTE v70	REAL
@ATTRIBUTE v71	REAL
@ATTRIBUTE v72	REAL
@ATTRIBUTE v73	REAL
@ATTRIBUTE v74	REAL
@ATTRIBUTE v75	REAL
@ATTRIBUTE v76	REAL
@ATTRIBUTE v77	REAL
@ATTRIBUTE v78	REAL
@ATTRIBUTE v79	REAL
@ATTRIBUTE v80	REAL
@ATTRIBUTE v81	REAL
@ATTRIBUTE v82	REAL
@ATTRIBUTE v83	REAL
@ATTRIBUTE v84	REAL
@ATTRIBUTE v85	REAL
@ATTRIBUTE v86	REAL
@ATTRIBUTE v87	REAL
@ATTRIBUTE v88	REAL
@ATTRIBUTE v89	REAL
@ATTRIBUTE v90	REAL
@ATTRIBUTE v91	REAL
@ATTRIBUTE v92	REAL
@ATTRIBUTE v93	REAL
@ATTRIBUTE v94	REAL
@ATTRIBUTE v95	REAL
@ATTRIBUTE v96	REAL
@ATTRIBUTE v97	REAL
@ATTRIBUTE v98	REAL
@ATTRIBUTE v99	REAL
@ATTRIBUTE v100	REAL
@ATTRIBUTE class 	{cl1,cl2,cl3,cl4}

@DATA
-1000000,87,61,34,-1000000,74,72,89,-1000000,44,-1000000,11,18,35,-1000000,-1000000,-1000000,92,1,78,-1000000,7,72,55,-1000000,49,27,-1000000,47,13,-1000000,-1000000,16,51,-1000000,-1000000,64,51,10,57,20,61,86,-1000000,-1000000,-1000000,74,-1000000,87,17,-1000000,-1000000,-1000000,29,30,-1000000,-1000000,-1000000,81,-1000000,16,27,22,91,79,80,54,-1000000,3,-1000000,-1000000,-1000000,-1000000,72,99,-1000000,-1000000,-1000000,-1000000,-1000000,19,71,-1000000,-1000000,30,-1000000,48,-1000000,-1000000,-1000000,24,-1000000,-1000000,94,-1000000,-1000000,97,56,88,-1000000,cl2
-1000000,-1000000,12,-1000000,6,43,83,-1000000,64,-1000000,-1000000,-1000000,-1000000,39,-1000000,68,94,-1000000,11,-1000000,34,-1000000,-1000000,-1000000,37,26,86,-1000000,40,94,32,91,-1000000,5,31,11,-1000000,8,-1000000,54,-1000000,70,10,11,-1000000,50,-1000000,30,-1000000,8,69,-1000000,79,-1000000,-1000000,20,-1000000,-1000000,78,-1000000,55,-1000000,99,-1000000,53,97,-1000000,72,-1000000,82,-1000000,20,-1000000,3,99,38,92,-1000000,78,-1000000,51,15,19,-1000000,29,39,-1000000,95,-1000000,-1000000,-1000000,78,-1000000,-1000000,-1000000,-1000000,19,55,63,-1000000,cl2
0,73,64,19,-1000000,31,78,-1000000,57,69,40,-1000000,4,-1000000,13,62,91,-1000000,-1000000,-1000000,57,92,-1000000,79,-1000000,-1000000,31,95,29,-1000000,19,-1000000,96,85,90,-1000000,-1000000,-1000000,79,33,-1000000,-1000000,-1000000,-1000000,87,-1000000,28,69,-1000000,-1000000,6,48,89,-1000000,36,14,49,-1000000,-1000000,-1000000,45,16,-1000000,3,-1000000,30,63,-1000000,36,68,-1000000,31,-1000000,64,93,94,90,98,32,7,24,97,-1000000,-1000000,59,45,-1000000,30,-1000000,-1000000,-1000000,49,-1000000,-1000000,-1000000,16,-1000000,83,-1000000,-1000000,cl2
66,34,36,-1000000,73,3,-1000000,-1000000,-1000000,-1000000,-1000000,78,42,56,-1000000,-1000000,-1000000,20,16,14,-1000000,74,84,31,18,13,-1000000,-1000000,-1000000,15,58,52,98,57,-1000000,-1000000,-1000000,-1000000,60,-1000000,55,71,-1000000,79,-1000000,57,14,60,-1000000,-1000000,-1000000,40,5,4,-1000000,-1000000,20,-1000000,31,-1000000,-1000000,-1000000,79,74,-1000000,4,-1000000,44,-1000000,66,-1000000,98,46,-1000000,-1000000,16,-1000000,1,-1000000,-1000000,55,-1000000,79,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,97,1,-1000000,43,3,36,-1000000,25,-1000000,9,49,cl2
-1000000,-1000000,79,51,-1000000,23,-1000000,-1000000,12,-1000000,-1000000,34,87,10,-1000000,12,20,-1000000,25,32,-1000000,8,-1000000,-1000000,-1000000,-1000000,83,12,-1000000,-1000000,76,39,84,-1000000,-1000000,-1000000,7,61,36,19,-1000000,24,-1000000,29,34,-1000000,90,40,63,-1000000,78,49,54,12,32,-1000000,-1000000,74,-1000000,-1000000,32,-1000000,-1000000,20,96,58,-1000000,69,7,-1000000,-1000000,-1000000,85,-1000000,-1000000,-1000000,77,27,85,61,58,-1000000,-1000000,94,50,-1000000,-1000000,94,87,81,-1000000,79,-1000000,65,52,-1000000,-1000000,46,-1000000,-1000000,cl2
-1000000,4,53,-1000000,65,90,-1000000,-1000000,-1000000,48,-1000000,-1000000,-1000000,-1000000,41,-1000000,-1000000,-1000000,-1000000,55,-1000000,-1000000,89,97,65,-1000000,76,65,64,33,-1000000,-1000000,31,-1000000,12,-1000000,-1000000,-1000000,93,81,19,18,24,-1000000,-1000000,32,11,-1000000,88,97,67,63,67,-1000000,69,-1000000,78,-1000000,58,-1000000,17,-1000000,-1000000,-1000000,-1000000,49,-1000000,3,-1000000,17,37,-1000000,31,68,2,72,-1000000,30,33,-1000000,-1000000,98,75,63,-1000000,92,25,82,96,68,-1000000,-1000000,80,-1000000,-1000000,-1000000,-1000000,-1000000,92,97,cl2
16,5,3,17,-1000000,-1000000,-1000000,43,-1000000,46,9,79,8,-1000000,-1000000,78,80,64,50,-1000000,-1000000,88,-1000000,-1000000,-1000000,19,88,-1000000,-1000000,93,13,-1000000,78,-1000000,81,9,-1000000,63,-1000000,47,53,15,-1000000,16,-1000000,-1000000,29,23,-1000000,74,80,18,-1000000,-1000000,81,-1000000,89,-1000000,-1000000,-1000000,42,-1000000,30,-1000000,-1000000,-1000000,77,72,46,-1000000,70,8,-1000000,58,82,-1000000,25,-1000000,25,-1000000,59,-1000000,-1000000,75,-1000000,-1000000,-1000000,-1000000,31,-1000000,5,95,94,-1000000,65,-1000000,-1000000,-1000000,-1000000,-1000000,cl2
-1000000,-1000000,-1000000,69,-1000000,16,90,84,69,48,-1000000,-1000000,-1000000,-1000000,51,49,47,32,-1000000,-1000000,10,49,-1000000,-1000000,-1000000,-1000000,30,-1000000,-1000000,59,-1000000,-1000000,20,88,22,60,-1000000,-1000000,72,-1000000,42,-1000000,-1000000,-1000000,77,17,59,2,-1000000,52,-1000000,-1000000,-1000000,3,65,16,21,-1000000,74,74,-1000000,16,90,-1000000,15,78,-1000000,-1000000,70,-1000000,-1000000,70,-1000000,-1000000,-1000000,-1000000,21,27,-1000000,-1000000,93,86,56,-1000000,-1000000,-1000000,78,62,-1000000,-1000000,-1000000,-1000000,-1000000,27,-1000000,-1000000,-1000000,-1000000,8,-1000000,cl2
72,-1000000,89,-1000000,78,77,-1000000,36,46,8,69,79,-1000000,3,-1000000,-1000000,1,-1000000,-1000000,56,34,92,-1000000,-1000000,-1000000,89,35,-1000000,89,-1000000,-1000000,-1000000,-1000000,88,22,-1000000,73,74,99,-1000000,-1000000,5,-1000000,-1000000,-1000000,25,90,32,23,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,92,13,-1000000,-1000000,95,-1000000,-1000000,45,6,-1000000,-1000000,-1000000,-1000000,30,82,-1000000,-1000000,-1000000,-1000000,-1000000,19,86,95,-1000000,-1000000,-1000000,-1000000,-1000000,3,-1000000,-1000000,37,10,44,-1000000,-1000000,-1000000,68,9,cl2
-1000000,-1000000,-1000000,92,53,-1000000,97,-1000000,90,28,40,98,-1000000,47,24,64,-1000000,60,40,-1000000,72,-1000000,-1000000,-1000000,-1000000,-1000000,53,-1000000,-1000000,-1000000,-1000000,-1000000,85,-1000000,34,-1000000,-1000000,-1000000,-1000000,17,-1000000,-1000000,-1000000,6,82,22,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,87,-1000000,-1000000,-1000000,13,-1000000,-1000000,45,92,39,-1000000,25,21,83,44,98,20,-1000000,-1000000,23,37,95,-1000000,-1000000,49,35,83,48,-1000000,44,53,98,-1000000,-1000000,-1000000,7,-1000000,-1000000,-1000000,-1000000,-1000000,15,-1000000,35,-1000000,-1000000,84,cl2
-1000000,-1000000,-1000000,-1000000,90,11,71,-1000000,-1000000,4,-1000000,23,-1000000,-1000000,81,48,-1000000,-1000000,9,-1000000,-1000000,38,-1000000,22,-1000000,78,16,-1000000,-1000000,9,-1000000,-1000000,-1000000,36,-1000000,38,75,-1000000,19,-1000000,-1000000,-1000000,-1000000,16,28,62,-1000000,45,99,-1000000,64,37,-1000000,76,18,-1000000,-1000000,-1000000,-1000000,-1000000,86,76,-1000000,89,37,17,21,84,-1000000,-1000000,-1000000,98,-1000000,7,-1000000,78,71,-1000000,-1000000,93,97,19,-1000000,92,67,-1000000,40,18,45,37,9,59,-1000000,53,21,60,43,89,71,-1000000,cl2
98,74,-1000000,37,70,51,12,63,86,0,83,74,83,99,69,-1000000,-1000000,65,-1000000,-1000000,-1000000,-1000000,91,-1000000,-1000000,64,-1000000,-1000000,78,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,39,-1000000,-1000000,99,25,-1000000,-1000000,-1000000,32,-1000000,3,-1000000,-1000000,56,-1000000,58,-1000000,13,63,41,80,-1000000,-1000000,87,-1000000,87,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,39,55,52,-1000000,49,44,-1000000,68,62,-1000000,55,84,9,52,42,39,84,-1000000,29,27,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,85,-1000000,6,-1000000,-1000000,81,cl2
-1000000,-1000000,-1000000,-1000000,5,-1000000,92,29,-1000000,16,22,-1000000,-1000000,-1000000,-1000000,-1000000,19,36,81,1,-1000000,-1000000,-1000000,72,56,-1000000,50,68,-1000000,45,-1000000,-1000000,11,-1000000,39,-1000000,19,-1000000,2,17,85,-1000000,55,-1000000,55,63,-1000000,-1000000,41,18,-1000000,75,-1000000,44,-1000000,12,-1000000,0,67,-1000000,80,89,80,-1000000,-1000000,20,-1000000,-1000000,26,25,-1000000,4,-1000000,82,-1000000,-1000000,27,-1000000,56,-1000000,34,-1000000,4,53,77,8,-1000000,-1000000,80,-1000000,33,-1000000,69,73,10,99,77,19,73,-1000000,cl2
15,69,58,26,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,47,25,17,-1000000,-1000000,-1000000,23,-1000000,-1000000,70,-1000000,28,-1000000,37,-1000000,-1000000,76,-1000000,31,-1000000,86,-1000000,70,96,-1000000,-1000000,55,28,-1000000,-1000000,-1000000,11,76,58,-1000000,60,5,96,45,67,-1000000,4,-1000000,-1000000,-1000000,18,-1000000,-1000000,-1000000,-1000000,30,56,-1000000,77,-1000000,-1000000,45,-1000000,-1000000,18,5,89,-1000000,65,-1000000,-1000000,53,-1000000,-1000000,-1000000,-1000000,82,-1000000,92,51,-1000000,37,-1000000,-1000000,71,-1000000,-1000000,-1000000,-1000000,25,7,-1000000,-1000000,40,cl2
83,-1000000,-1000000,4,-1000000,-1000000,53,-1000000,76,-1000000,-1000000,19,22,58,-1000000,8,-1000000,25,1,80,53,65,30,57,-1000000,-1000000,-1000000,97,-1000000,11,-1000000,-1000000,-1000000,61,25,94,-1000000,46,40,-1000000,90,-1000000,81,24,-1000000,-1000000,-1000000,-1000000,-1000000,70,-1000000,3,-1000000,-1000000,20,-1000000,-1000000,13,-1000000,4,80,70,-1000000,-1000000,-1000000,-1000000,8,-1000000,-1000000,-1000000,-1000000,52,-1000000,-1000000,86,13,-1000000,-1000000,1,-1000000,-1000000,3,-1000000,-1000000,-1000000,60,-1000000,41,43,5,29,5,63,33,7,-1000000,-1000000,73,-1000000,-1000000,cl2
28,80,-1000000,40,93,64,14,87,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,79,-1000000,7,34,-1000000,76,-1000000,-1000000,-1000000,37,-1000000,63,-1000000,-1000000,60,16,-1000000,-1000000,-1000000,-1000000,85,79,-1000000,21,-1000000,38,-1000000,28,20,-1000000,77,89,-1000000,-1000000,67,-1000000,-1000000,45,-1000000,-1000000,-1000000,-1000000,43,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,91,91,-1000000,73,19,-1000000,35,-1000000,50,27,57,42,32,-1000000,41,88,-1000000,45,-1000000,37,53,-1000000,-1000000,85,-1000000,45,63,53,53,-1000000,-1000000,-1000000,88,9,-1000000,-1000000,cl2
54,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,25,-1000000,-1000000,19,-1000000,91,69,-1000000,-1000000,-1000000,0,-1000000,-1000000,7,-1000000,-1000000,-1000000,-1000000,0,62,-1000000,-1000000,-1000000,44,-1000000,79,-1000000,76,71,-1000000,34,-1000000,65,37,-1000000,84,74,71,66,61,-1000000,-1000000,3,-1000000,98,-1000000,28,-1000000,43,-1000000,-1000000,-1000000,31,-1000000,27,10,8,-1000000,58,37,44,-1000000,28,-1000000,-1000000,13,48,34,72,19,46,82,-1000000,42,30,45,-1000000,-1000000,-1000000,-1000000,77,-1000000,-1000000,77,-1000000,88,-1000000,85,72,86,cl2
59,97,-1000000,-1000000,18,82,20,61,8,98,-1000000,-1000000,-1000000,-1000000,7,0,-1000000,73,52,-1000000,-1000000,1,-1000000,87,-1000000,-1000000,39,-1000000,18,96,-1000000,44,32,-1000000,30,-1000000,84,-1000000,31,59,-1000000,32,64,-1000000,34,-1000000,-1000000,-1000000,-1000000,66,35,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,10,-1000000,49,-1000000,38,98,79,-1000000,74,3,-1000000,-1000000,63,-1000000,-1000000,-1000000,28,-1000000,74,44,-1000000,53,-1000000,49,55,-1000000,-1000000,13,-1000000,-1000000,27,-1000000,-1000000,-1000000,-1000000,-1000000,73,79,-1000000,16,-1000000,98,-1000000,cl2
73,85,-1000000,-1000000,-1000000,53,-1000000,-1000000,67,-1000000,37,-1000000,24,68,81,33,91,74,41,-1000000,75,12,-1000000,-1000000,53,-1000000,-1000000,2,55,2,-1000000,15,17,89,-1000000,-1000000,-1000000,-1000000,-1000000,25,-1000000,76,-1000000,-1000000,-1000000,13,8,-1000000,-1000000,-1000000,-1000000,3,56,-1000000,53,9,-1000000,46,-1000000,-1000000,98,-1000000,-1000000,37,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,76,-1000000,81,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,6,99,51,84,89,74,-1000000,20,-1000000,95,-1000000,65,-1000000,-1000000,83,-1000000,20,cl2
1,-1000000,-1000000,-1000000,93,-1000000,48,68,-1000000,89,2,-1000000,-1000000,90,-1000000,-1000000,61,86,27,-1000000,12,-1000000,32,85,-1000000,-1000000,-1000000,-1000000,2,-1000000,54,10,22,71,82,20,59,4,2,7,71,-1000000,83,-1000000,49,-1000000,-1000000,-1000000,70,14,-1000000,22,73,-1000000,78,55,-1000000,75,64,77,49,11,9,37,-1000000,98,-1000000,-1000000,69,-1000000,82,87,-1000000,-1000000,-1000000,41,36,36,-1000000,94,-1000000,-1000000,82,51,-1000000,-1000000,84,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,62,-1000000,32,51,-1000000,-1000000,cl2
43,74,19,-1000000,-1000000,71,-1000000,95,37,95,80,54,46,-1000000,85,93,60,-1000000,-1000000,-1000000,-1000000,58,-1000000,32,97,-1000000,-1000000,-1000000,-1000000,17,-1000000,64,-1000000,-1000000,-1000000,8,48,-1000000,16,99,-1000000,30,42,44,57,-1000000,90,63,94,-1000000,59,-1000000,16,27,3,-1000000,86,11,-1000000,-1000000,-1000000,-1000000,37,70,69,67,-1000000,-1000000,-1000000,36,63,-1000000,-1000000,49,-1000000,-1000000,10,93,-1000000,-1000000,-1000000,-1000000,95,-1000000,-1000000,-1000000,20,-1000000,70,-1000000,-1000000,-1000000,-1000000,27,48,82,88,-1000000,-1000000,64,cl2
-1000000,73,95,35,-1000000,-1000000,33,-1000000,87,-1000000,-1000000,52,-1000000,1,90,53,61,25,58,38,40,50,38,-1000000,-1000000,-1000000,-1000000,84,47,-1000000,-1000000,25,9,-1000000,-1000000,1,-1000000,-1000000,68,-1000000,-1000000,-1000000,-1000000,98,-1000000,-1000000,46,30,95,38,20,-1000000,82,-1000000,-1000000,69,-1000000,92,91,-1000000,29,36,8,85,20,63,-1000000,-1000000,8,98,-1000000,-1000000,62,-1000000,-1000000,-1000000,18,56,77,-1000000,-1000000,24,0,71,84,50,-1000000,-1000000,1,50,-1000000,-1000000,43,-1000000,-1000000,-1000000,22,-1000000,-1000000,-1000000,cl2
29,95,-1000000,65,41,-1000000,-1000000,78,-1000000,8,24,-1000000,69,-1000000,64,-1000000,47,-1000000,-1000000,35,-1000000,65,-1000000,-1000000,66,8,46,1,32,-1000000,-1000000,-1000000,-1000000,-1000000,87,-1000000,-1000000,94,90,-1000000,-1000000,35,2,52,-1000000,33,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,84,14,-1000000,79,-1000000,-1000000,-1000000,-1000000,62,-1000000,-1000000,-1000000,-1000000,93,-1000000,-1000000,-1000000,96,46,-1000000,13,-1000000,89,86,22,-1000000,-1000000,-1000000,-1000000,-1000000,86,-1000000,52,-1000000,21,-1000000,-1000000,63,0,75,70,1,-1000000,0,-1000000,-1000000,-1000000,-1000000,cl3
-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,59,-1000000,-1000000,-1000000,95,-1000000,-1000000,-1000000,56,-1000000,-1000000,30,-1000000,-1000000,-1000000,46,-1000000,-1000000,-1000000,14,97,-1000000,63,20,44,16,-1000000,17,-1000000,49,41,-1000000,-1000000,75,-1000000,57,-1000000,91,3,-1000000,73,34,19,55,67,31,32,-1000000,-1000000,25,32,96,-1000000,69,-1000000,-1000000,70,-1000000,-1000000,-1000000,47,-1000000,94,-1000000,-1000000,37,-1000000,62,-1000000,50,-1000000,22,74,-1000000,-1000000,27,-1000000,24,36,-1000000,-1000000,47,71,40,76,36,-1000000,34,-1000000,-1000000,-1000000,8,-1000000,65,cl3
-1000000,-1000000,82,-1000000,-1000000,-1000000,96,-1000000,6,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,91,-1000000,53,-1000000,65,-1000000,-1000000,-1000000,24,-1000000,48,48,-1000000,46,18,50,63,43,-1000000,50,18,41,85,-1000000,1,-1000000,-1000000,-1000000,79,-1000000,-1000000,40,-1000000,86,43,-1000000,0,77,-1000000,-1000000,92,57,-1000000,58,1,95,-1000000,-1000000,70,94,65,71,0,98,-1000000,-1000000,7,40,71,-1000000,4,-1000000,-1000000,-1000000,11,-1000000,-1000000,76,57,55,-1000000,1,50,51,19,67,-1000000,-1000000,8,-1000000,43,76,8,6,-1000000,cl3
34,-1000000,-1000000,8,-1000000,57,97,20,12,49,-1000000,-1000000,-1000000,42,40,41,24,-1000000,16,34,86,-1000000,-1000000,33,-1000000,63,-1000000,-1000000,-1000000,6,-1000000,-1000000,62,-1000000,-1000000,76,-1000000,46,-1000000,-1000000,-1000000,-1000000,-1000000,55,69,66,27,67,-1000000,35,-1000000,-1000000,20,7,-1000000,-1000000,27,19,-1000000,74,-1000000,-1000000,-1000000,78,32,58,74,93,75,65,-1000000,-1000000,-1000000,28,-1000000,17,-1000000,-1000000,-1000000,25,62,-1000000,44,53,93,-1000000,-1000000,24,-1000000,-1000000,1,-1000000,-1000000,95,27,-1000000,84,82,-1000000,-1000000,cl3
-1000000,-1000000,88,96,-1000000,20,-1000000,71,0,75,77,-1000000,89,-1000000,-1000000,29,95,30,-1000000,2,69,28,2,80,22,2,71,70,-1000000,85,43,67,19,56,53,-1000000,34,-1000000,24,25,-1000000,-1000000,67,-1000000,4,-1000000,35,-1000000,20,-1000000,-1000000,-1000000,33,-1000000,-1000000,-1000000,27,-1000000,89,-1000000,16,-1000000,12,84,-1000000,45,-1000000,-1000000,-1000000,-1000000,92,-1000000,-1000000,-1000000,18,-1000000,-1000000,4,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,62,68,-1000000,-1000000,-1000000,-1000000,-1000000,20,41,-1000000,36,17,65,64,-1000000,cl3
12,-1000000,95,-1000000,-1000000,-1000000,-1000000,2,36,-1000000,-1000000,95,-1000000,91,-1000000,31,80,-1000000,-1000000,19,-1000000,39,86,96,-1000000,50,12,88,-1000000,83,39,53,-1000000,-1000000,17,45,-1000000,21,13,-1000000,-1000000,-1000000,50,18,68,81,-1000000,51,9,93,-1000000,-1000000,-1000000,60,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,47,-1000000,87,33,-1000000,28,-1000000,4,36,66,98,-1000000,-1000000,-1000000,18,-1000000,-1000000,-1000000,-1000000,51,-1000000,-1000000,21,14,47,85,30,88,31,-1000000,-1000000,46,43,-1000000,-1000000,-1000000,83,74,38,cl3
11,72,44,-1000000,-1000000,17,-1000000,29,61,-1000000,89,-1000000,-1000000,-1000000,-1000000,7,-1000000,-1000000,-1000000,46,47,-1000000,77,14,-1000000,9,-1000000,-1000000,-1000000,-1000000,81,4,80,35,98,34,66,29,-1000000,-1000000,90,74,-1000000,63,-1000000,-1000000,-1000000,-1000000,3,-1000000,74,-1000000,-1000000,53,19,16,42,-1000000,-1000000,17,36,-1000000,6,16,25,25,53,-1000000,16,15,21,53,44,71,-1000000,31,19,31,98,52,82,55,81,88,58,-1000000,14,58,82,10,31,-1000000,88,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,81,cl3
-1000000,38,71,63,-1000000,-1000000,45,5,46,-1000000,-1000000,99,-1000000,20,10,-1000000,12,-1000000,49,4,5,9,51,85,25,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,56,47,54,-1000000,-1000000,-1000000,72,67,29,62,-1000000,93,-1000000,-1000000,-1000000,65,52,99,-1000000,34,-1000000,-1000000,-1000000,-1000000,26,-1000000,-1000000,98,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,7,-1000000,83,-1000000,-1000000,-1000000,-1000000,-1000000,53,18,24,-1000000,-1000000,-1000000,-1000000,-1000000,58,-1000000,34,61,69,-1000000,-1000000,22,-1000000,0,1,38,-1000000,92,75,-1000000,96,90,cl3
-1000000,36,-1000000,82,-1000000,-1000000,-1000000,-1000000,35,-1000000,50,-1000000,-1000000,53,42,78,28,15,86,-1000000,72,65,58,-1000000,-1000000,87,57,-1000000,42,-1000000,-1000000,37,30,-1000000,-1000000,65,-1000000,-1000000,-1000000,21,-1000000,59,95,34,-1000000,-1000000,13,95,-1000000,-1000000,-1000000,36,-1000000,-1000000,-1000000,-1000000,32,92,-1000000,-1000000,3,49,-1000000,-1000000,-1000000,-1000000,95,-1000000,94,40,-1000000,-1000000,88,-1000000,85,-1000000,-1000000,73,15,65,22,-1000000,-1000000,-1000000,3,-1000000,-1000000,-1000000,-1000000,48,32,86,41,81,8,79,-1000000,-1000000,16,82,cl3
-1000000,32,-1000000,-1000000,60,34,-1000000,-1000000,-1000000,-1000000,73,37,15,35,4,-1000000,85,35,53,-1000000,73,5,-1000000,82,11,-1000000,63,-1000000,0,-1000000,7,72,-1000000,-1000000,95,92,-1000000,20,48,92,62,47,37,-1000000,28,39,-1000000,-1000000,34,1,98,-1000000,-1000000,-1000000,2,23,20,26,30,-1000000,75,-1000000,19,56,3,9,-1000000,88,-1000000,-1000000,82,-1000000,38,74,-1000000,-1000000,84,89,99,-1000000,-1000000,-1000000,-1000000,-1000000,34,-1000000,-1000000,78,-1000000,26,-1000000,-1000000,-1000000,47,82,-1000000,15,-1000000,-1000000,-1000000,cl3
59,-1000000,79,-1000000,-1000000,-1000000,64,-1000000,31,45,-1000000,-1000000,-1000000,12,-1000000,58,34,-1000000,71,21,-1000000,80,-1000000,-1000000,17,-1000000,-1000000,70,-1000000,-1000000,66,-1000000,-1000000,17,27,79,55,-1000000,72,-1000000,-1000000,96,74,-1000000,-1000000,88,63,-1000000,8,51,-1000000,-1000000,-1000000,-1000000,6,37,60,34,23,31,98,-1000000,45,-1000000,-1000000,-1000000,76,93,-1000000,78,41,32,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,0,-1000000,-1000000,-1000000,25,2,75,-1000000,-1000000,-1000000,-1000000,4,13,-1000000,42,-1000000,-1000000,-1000000,74,-1000000,-1000000,cl3
67,83,-1000000,-1000000,-1000000,30,-1000000,-1000000,35,-1000000,-1000000,-1000000,-1000000,20,19,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,83,17,65,-1000000,-1000000,84,6,-1000000,-1000000,-1000000,-1000000,-1000000,-1000000,32,-1000000,54,39,-1000000,33,-1000000,34,8,-1000000,-1000000,-1000000,3,-1000000,-1000000,40,87,85,36,15,-1000000,16,-1000000,37,-1000000,91,-1000000,-1000000,9,-1000000,82,36,18,-1000000,59,-1000000,61,-1000000,49,12,-1000000,-1000000,63,21,86,-1000000,-1000000,74,-1000000,-1000000,-1000000,-1000000,22,-1000000,51,-1000000,58,-1000000,-1000000,50,-1000000,43,21,-1000000,-1000000,cl3
